Row ID;Row Name;equipId;value;mtrlId;eventFlag_forStock;eventFlag_forRelease;sellQuantity;equipType;costType;setNum;value_Add;value_Magnification;iconId;nameMsgId;menuTitleMsgId;menuIconId
32006;;50170000;0;320060;0;68220;-1;0;0;10;0;1;-1;-1;-1;-1;
32007;;50180000;0;320070;0;68220;-1;0;0;10;0;1;-1;-1;-1;-1;
32008;;50190000;0;320080;0;67030;-1;0;0;10;0;1;-1;-1;-1;-1;
32009;;50200000;0;320090;0;68000;-1;0;0;10;0;1;-1;-1;-1;-1;
32010;;50210000;0;320100;0;68000;-1;0;0;10;0;1;-1;-1;-1;-1;
32011;;50220000;0;320110;0;67050;-1;0;0;10;0;1;-1;-1;-1;-1;
32012;;50230000;0;320120;0;67220;-1;0;0;10;0;1;-1;-1;-1;-1;
32013;;50260000;0;320130;0;67420;-1;0;0;10;0;1;-1;-1;-1;-1;
32014;;50270000;0;320140;0;67420;-1;0;0;10;0;1;-1;-1;-1;-1;
32015;;50280000;0;320150;0;67640;-1;0;0;10;0;1;-1;-1;-1;-1;
32016;;50290000;0;320160;0;67640;-1;0;0;10;0;1;-1;-1;-1;-1;
32017;;50300000;0;320170;0;67020;-1;0;0;10;0;1;-1;-1;-1;-1;
32018;;50310000;0;320180;0;67020;-1;0;0;10;0;1;-1;-1;-1;-1;
32019;;50320000;0;320190;0;67470;-1;0;0;10;0;1;-1;-1;-1;-1;
32020;;50330000;0;320200;0;67470;-1;0;0;10;0;1;-1;-1;-1;-1;
32021;;50340000;0;320210;0;67900;-1;0;0;10;0;1;-1;-1;-1;-1;
32022;;50350000;0;320220;0;67900;-1;0;0;10;0;1;-1;-1;-1;-1;
32100;;51050000;0;321000;0;67080;-1;0;0;5;0;1;-1;-1;-1;-1;
32101;;51060000;0;321010;0;67080;-1;0;0;5;0;1;-1;-1;-1;-1;
32200;;52090000;0;322000;0;67000;-1;0;0;10;0;1;-1;-1;-1;-1;
32201;;52100000;0;322010;0;67210;-1;0;0;10;0;1;-1;-1;-1;-1;
32202;;52110000;0;322020;0;68000;-1;0;0;10;0;1;-1;-1;-1;-1;
32203;;52120000;0;322030;0;67420;-1;0;0;10;0;1;-1;-1;-1;-1;
32204;;52130000;0;322040;0;67640;-1;0;0;10;0;1;-1;-1;-1;-1;
32205;;52140000;0;322050;0;67010;-1;0;0;10;0;1;-1;-1;-1;-1;
32206;;52150000;0;322060;0;67020;-1;0;0;10;0;1;-1;-1;-1;-1;
32207;;52160000;0;322070;0;67470;-1;0;0;10;0;1;-1;-1;-1;-1;
32208;;52170000;0;322080;0;67900;-1;0;0;10;0;1;-1;-1;-1;-1;
32209;;52180000;0;322090;0;68220;-1;0;0;10;0;1;-1;-1;-1;-1;
32300;;53030000;0;323000;0;67080;-1;0;0;5;0;1;-1;-1;-1;-1;
32500;Raw Steak;1900;0;325000;0;18001320;-1;3;0;1;0;1;-1;-1;-1;-1;
32501;Seared Steak;1901;0;325010;0;18001320;-1;3;0;1;0;1;-1;-1;-1;-1;
32502;Raw Liver Steak;1902;0;325020;0;18001340;-1;3;0;1;0;1;-1;-1;-1;-1;
32503;Seared Liver Steak;1903;0;325030;0;18001340;-1;3;0;1;0;1;-1;-1;-1;-1;
32504;Bone Broth;1904;0;325040;0;18001320;-1;3;0;1;0;1;-1;-1;-1;-1;
32505;Great Bone Broth;1905;0;325050;0;18001330;-1;3;0;1;0;1;-1;-1;-1;-1;
32506;Blood Broth;1906;0;325060;0;18001340;-1;3;0;1;0;1;-1;-1;-1;-1;
32507;Forest Berry Medley;1907;0;325070;0;18001320;-1;3;0;1;0;1;-1;-1;-1;-1;
32508;Plateau Berry Medley;1908;0;325080;0;18001330;-1;3;0;1;0;1;-1;-1;-1;-1;
32509;Mountain Berry Medley;1909;0;325090;0;18001340;-1;3;0;1;0;1;-1;-1;-1;-1;
32510;Mushroom Stew;1910;0;325100;0;18001320;-1;3;0;1;0;1;-1;-1;-1;-1;
32511;Melted Mushroom Stew;1911;0;325110;0;18001330;-1;3;0;1;0;1;-1;-1;-1;-1;
32512;Draught of Satiation;1912;0;325120;0;18001350;-1;3;0;1;0;1;-1;-1;-1;-1;
32513;Draught of Silver Tears;1913;0;325130;0;18001350;-1;3;0;1;0;1;-1;-1;-1;-1;
32514;Mossdew Soup;1914;0;325140;0;18001320;-1;3;0;1;0;1;-1;-1;-1;-1;
32515;Crystal Shard Soup;1915;0;325150;0;18001330;-1;3;0;1;0;1;-1;-1;-1;-1;
32516;Giant's Soup;1916;0;325160;0;18001340;-1;3;0;1;0;1;-1;-1;-1;-1;
32517;Amber-Eye Brew;1917;0;325170;0;18001320;-1;3;0;1;0;1;-1;-1;-1;-1;
32518;Magmatic Brew;1918;0;325180;0;18001330;-1;3;0;1;0;1;-1;-1;-1;-1;
32519;Blossom Brew;1919;0;325190;0;18001340;-1;3;0;1;0;1;-1;-1;-1;-1;
32520;Jar Brittle;1920;0;325200;0;18001330;-1;3;0;1;0;1;-1;-1;-1;-1;
32600;Novice Smith's Hammer;8400;100;326000;0;19001460;-1;3;0;1;0;1;-1;-1;-1;-1;
32601;Apprentice Smith's Hammer;8401;100;326010;0;19001461;-1;3;0;1;0;1;-1;-1;-1;-1;
32602;Journeyman Smith's Hammer;8402;100;326020;0;19001462;-1;3;0;1;0;1;-1;-1;-1;-1;
32603;Expert Smith's Hammer;8403;100;326030;0;19001463;-1;3;0;1;0;1;-1;-1;-1;-1;
32604;Master Smith's Hammer;8404;100;326040;0;19001464;-1;3;0;1;0;1;-1;-1;-1;-1;
32700;Stone Fragment x1;21002;0;327000;0;0;-1;3;0;1;0;1;-1;-1;-1;-1;
32701;Stone Fragment x1;21002;0;327001;0;0;-1;3;0;1;0;1;-1;-1;-1;-1;
32702;Stone Fragment x2;21002;0;327002;0;0;-1;3;0;2;0;1;-1;-1;-1;-1;
32703;Stone Fragment x2;21002;0;327003;0;0;-1;3;0;2;0;1;-1;-1;-1;-1;
32704;Stone Fragment x3;21002;0;327004;0;0;-1;3;0;3;0;1;-1;-1;-1;-1;
32705;Stone Fragment x3;21002;0;327005;0;0;-1;3;0;3;0;1;-1;-1;-1;-1;
32706;Stone Fragment x4;21002;0;327006;0;0;-1;3;0;4;0;1;-1;-1;-1;-1;
32707;Stone Fragment x4;21002;0;327007;0;0;-1;3;0;4;0;1;-1;-1;-1;-1;
32710;Somber Stone Fragment x1;21003;0;327010;0;0;-1;3;0;1;0;1;-1;-1;-1;-1;
32711;Somber Stone Fragment x1;21003;0;327011;0;0;-1;3;0;1;0;1;-1;-1;-1;-1;
32712;Somber Stone Fragment x2;21003;0;327012;0;0;-1;3;0;2;0;1;-1;-1;-1;-1;
32713;Somber Stone Fragment x2;21003;0;327013;0;0;-1;3;0;2;0;1;-1;-1;-1;-1;
32714;Somber Stone Fragment x3;21003;0;327014;0;0;-1;3;0;3;0;1;-1;-1;-1;-1;
32715;Somber Stone Fragment x3;21003;0;327015;0;0;-1;3;0;3;0;1;-1;-1;-1;-1;
32716;Somber Stone Fragment x4;21003;0;327016;0;0;-1;3;0;4;0;1;-1;-1;-1;-1;
32717;Somber Stone Fragment x4;21003;0;327017;0;0;-1;3;0;4;0;1;-1;-1;-1;-1;
32730;Metal Shards x5;21004;0;327030;0;0;-1;3;0;5;0;1;-1;-1;-1;-1;
32731;Soft Wood x5;21000;0;327031;0;0;-1;3;0;5;0;1;-1;-1;-1;-1;
